,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
5459,Donny Hathaway,[182360],0.4970000000000001,0.636,0.69,93.777,-8.71,1,8,0.6829999999999999,0.0,0.228,0.0723,0,204056,51,2013,11/5/2013,"Love, Love, Love"
5464,Keyshia Cole,"[92107, 490738]",0.4,0.613,0.5670000000000001,141.286,-4.697,0,3,0.231,0.0,0.0856,0.0405,0,253320,51,2008,1/1/2008,Trust
5477,War,[191947],0.85,0.852,0.962,141.91899999999995,-6.6770000000000005,0,9,0.208,0.00281,0.0394,0.105,0,226360,51,2010,11/2/2010,The Cisco Kid
5497,Sade,[279337],0.624,0.22,0.545,158.253,-16.506,1,7,0.269,0.0501,0.126,0.0367,0,324667,51,1992,12/16/1992,****** Proof Soul
5512,The Jackson 5,[83013],0.725,0.8109999999999999,0.942,94.149,-7.2010000000000005,1,8,0.421,0.000324,0.146,0.0409,0,178267,51,1996,1/1/1996,ABC
5519,R. Kelly,[319347],0.578,0.57,0.716,177.77200000000005,-4.982,0,5,0.18,0.0,0.0632,0.242,1,345467,51,1997,3/4/1997,**** You ******* (feat. R. Kelly) - **** Remaster
5528,Toni Braxton,[935330],0.737,0.927,0.745,88.014,-4.191,0,11,0.0108,2.9e-05,0.384,0.0414,0,261968,51,2007,2/12/2007,He Wasn't Man Enough
5534,Michael Jackson,[467203],0.789,0.748,0.235,98.9,-4.998,0,6,0.0007769999999999999,0.479,0.304,0.0521,0,242027,51,1987,8/31/1987,***** Demon - **** Remaster
5545,Alicia Keys,[5307],0.375,0.422,0.0886,133.05100000000002,-9.197,1,7,0.665,0.000471,0.7020000000000001,0.0322,0,364800,51,2005,10/11/2005,"Wild Horses (feat. Adam Levine) - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July ****"
5552,Curtis Mayfield,[144458],0.6859999999999999,0.755,0.6859999999999999,119.895,-8.304,0,1,0.149,0.063,0.111,0.0488,0,470507,51,1970,1970,"(Don't Worry) If There Is a **** Below, We're All Going to Go"
5556,King Curtis,[90803],0.7240000000000001,0.601,0.8859999999999999,113.227,-10.805,0,11,0.259,0.237,0.111,0.0634,0,179413,51,1967,1967,Memphis Soul Stew
5564,Michael Jackson,[467203],0.877,0.8540000000000001,0.54,114.472,-4.523,1,1,0.0544,5.5e-05,0.14400000000000002,0.147,0,298120,51,1987,8/31/1987,The Way You Make Me Feel - **** Remaster
5584,Michael Jackson,[467203],0.787,0.889,0.394,114.091,-3.786,1,8,0.00462,0.423,0.0665,0.0397,0,247360,51,1987,8/31/1987,Bad - **** Remaster
5605,Johnny Gill,[253734],0.66,0.873,0.8640000000000001,111.872,-6.952000000000001,1,10,0.0152,0.00324,0.331,0.0461,0,332307,51,1990,1/1/1990,Rub You The Right Way
5616,Lee Dorsey,[814898],0.841,0.4,0.855,89.594,-10.703,1,6,0.294,0.000367,0.0335,0.0334,0,146267,51,2008,10/14/2008,Get out of My Life Woman
5619,The Isley Brothers,[766893],0.541,0.649,0.905,65.383,-7.579,1,5,0.348,0.0,0.147,0.0362,0,175893,51,2001,1/1/2001,This Old Heart Of Mine (Is Weak For You) - Single Version / Mono
5625,Harold Melvin & the Blue Notes,[665957],0.665,0.8590000000000001,0.644,123.39,-4.532,1,2,0.116,0.0,0.0769,0.067,0,384613,51,1973,2/1/1973,The Love I Lost
5641,Tina Turner,[597309],0.639,0.669,0.57,116.22,-7.574,0,4,0.225,0.00117,0.1,0.0507,0,240480,51,1991,1/1/1991,Private Dancer - Single Edit
5647,Zapp,[596451],0.6679999999999999,0.698,0.71,84.57799999999997,-7.222,0,7,0.279,0.0,0.5539999999999999,0.123,0,282480,51,1993,9/28/1993,Computer Love
5650,New Edition,[865016],0.8390000000000001,0.623,0.6679999999999999,103.799,-13.712,1,1,0.34600000000000003,0.0138,0.314,0.108,0,235373,51,1983,1983,Candy ****
5651,Aretha Franklin,[927555],0.66,0.619,0.914,115.398,-12.577,1,2,0.239,0.00762,0.0826,0.0465,0,213560,51,1972,1972,Spanish Harlem
5653,Mariah Carey,[262255],0.529,0.477,0.174,117.845,-5.309,1,1,0.64,4.51e-06,0.0866,0.0284,0,204800,51,1999,10/29/1999,******* All Odds (Take A Look At Me Now)
5656,Brian McKnight,[517074],0.705,0.418,0.153,132.023,-8.963,1,0,0.361,6.86e-06,0.0919,0.0298,0,259067,51,2001,1/1/2001,Still
5657,Curtis Mayfield,[144458],0.523,0.8029999999999999,0.921,91.469,-6.3210000000000015,0,1,0.107,0.000409,0.154,0.0791,0,329467,51,1972,7/1/1972,Freddie's Dead
5660,Kelis,[85397],0.906,0.624,0.775,84.009,-5.556,1,4,0.000185,6.21e-06,0.0608,0.179,0,274947,51,2006,8/22/2006,Bossy Featuring Too $hort (feat. Too $hort)
5671,Michael Jackson,[467203],0.524,0.458,0.125,80.90899999999998,-9.041,1,9,0.6629999999999999,1.58e-06,0.0894,0.0493,0,385040,51,1995,6/16/1995,Heal the World
5674,The Platters,[894335],0.359,0.272,0.254,109.249,-8.392999999999999,1,10,0.812,0.0,0.095,0.0294,0,167800,51,1956,9/10/1956,My Prayer
5681,Al Green,[607448],0.848,0.499,0.879,81.098,-10.176,0,11,0.261,0.517,0.209,0.0696,0,227480,51,1971,8/14/1971,I'm a Ram
5712,Jon B.,[258741],0.8190000000000001,0.5820000000000001,0.635,104.607,-5.533,0,7,0.0607,0.0,0.14800000000000002,0.118,0,284467,51,2001,3/13/2001,Don't Talk
5713,Sylvester,[756291],0.627,0.7240000000000001,0.963,131.52,-15.294,1,10,0.109,0.43,0.073,0.0327,0,394693,51,1989,1/1/1989,You Make Me Feel (Mighty Real)
5717,Michael Jackson,[467203],0.809,0.892,0.89,124.435,-11.443,1,0,0.0629,0.344,0.0334,0.0437,0,277640,51,1979,8/10/1979,Get on the Floor
5721,The Jackson 5,[83013],0.725,0.8109999999999999,0.942,94.149,-7.2010000000000005,1,8,0.421,0.000324,0.146,0.0409,0,178267,51,1996,1/1/1996,ABC
5734,Angie Stone,[38805],0.698,0.662,0.81,141.639,-7.997000000000001,1,10,0.564,1.38e-06,0.0875,0.087,0,283701,51,1999,9/27/1999,No More Rain (In This Cloud)
5743,Chris Brown,[266063],0.632,0.657,0.151,91.38,-5.144,0,3,0.0292,0.0,0.233,0.0967,1,229080,51,2014,12/25/2014,*** Wildin'
5746,Bobby Brown,[1777836],0.71,0.8,0.61,110.211,-7.141,1,1,0.00223,0.211,0.0455,0.04,0,378493,51,1992,8/24/1992,******* Around
5754,Whitney Houston,[820434],0.741,0.899,0.757,104.895,-7.13,1,0,0.000656,0.014,0.099,0.0445,0,188600,51,1992,11/17/1992,Queen of the ***** - Radio Edit
5757,Sharon Jones & the Dap-Kings,[8125],0.612,0.748,0.905,98.077,-3.654,1,6,0.401,1.92e-06,0.0308,0.0318,0,271440,51,2005,1/25/2005,This Land Is Your Land
5764,Xscape,[681956],0.773,0.309,0.42,128.105,-8.5,0,7,0.415,0.00014,0.111,0.0339,0,256720,51,1998,5/1/1998,Softest Place On Earth
5765,The Meters,[402872],0.8270000000000001,0.655,0.8420000000000001,103.837,-12.828,1,7,0.151,0.00521,0.0427,0.0905,0,318800,51,1974,1974,People Say
5805,Anthony Hamilton,[581713],0.5720000000000001,0.745,0.593,160.037,-6.417999999999998,0,6,0.184,0.0,0.154,0.3670000000000001,0,240147,51,2003,7/15/2003,Comin' from Where I'm From - Radio Mix
5813,Mary J. Blige,[376204],0.927,0.5579999999999999,0.975,92.906,-2.352,0,8,0.154,0.000267,0.0623,0.046,0,244520,51,2001,1/1/2001,Family Affair - Radio Edit
5816,Rick James,[366164],0.758,0.716,0.8959999999999999,116.648,-8.609,1,0,0.354,0.0,0.126,0.0875,0,261000,51,1981,4/7/1981,Ghetto Life
5826,Mint Condition,[898188],0.6509999999999999,0.498,0.423,109.906,-8.868,0,0,0.39,0.0,0.14300000000000002,0.0318,0,264600,51,1996,1/1/1996,What Kind Of Man Would I Be
5837,Freddie Jackson,[180449],0.7140000000000001,0.613,0.524,143.933,-6.627000000000002,1,1,0.415,0.0,0.0598,0.0381,0,244227,51,2006,1/1/2006,Rock Me ******* (For Old Times Sake)
5849,Wilson Pickett,[677781],0.573,0.7070000000000001,0.961,152.467,-8.29,0,6,0.442,0.000241,0.123,0.0632,0,169707,51,1970,1970,Don't Let the Green ***** Fool You
5873,Kool & the Gang,[777210],0.6729999999999999,0.5820000000000001,0.921,111.72,-12.757,1,11,0.263,2.17e-05,0.0687,0.172,0,209800,50,1994,1/1/1994,Ladies ***** - Single Version
5882,Zapp,[596451],0.856,0.762,0.8390000000000001,105.258,-10.445,1,5,0.112,0.00549,0.29600000000000004,0.0814,0,312507,50,1993,9/28/1993,More Bounce to the Ounce
5895,Brandy,[608945],0.7909999999999999,0.61,0.907,93.277,-5.408,0,8,0.28800000000000003,0.00123,0.0457,0.0264,0,291067,50,2005,4/5/2005,Sittin' Up In My Room
5905,Marvin Gaye,[316834],0.856,0.8740000000000001,0.906,122.416,-8.037,0,11,0.0988,0.000472,0.339,0.0401,0,247800,50,1997,1/1/1997,Got To Give It Up - Pt. *
5921,Amy Winehouse,[627026],0.8759999999999999,0.487,0.667,103.074,-6.454,1,7,0.102,0.0,0.228,0.0926,1,200600,50,2003,10/20/2003,**** Pumps
5926,Maxwell,[866491],0.319,0.232,0.29600000000000004,175.30900000000003,-14.57,1,7,0.902,0.000103,0.0873,0.0362,0,225333,50,1996,4/2/1996,Whenever Wherever Whatever
5946,Prince,[1426748],0.92,0.402,0.957,99.91,-16.656,1,0,0.0586,0.000434,0.0234,0.0549,0,240800,50,1982,10/27/1982,Delirious
5949,Tank,[3426],0.47,0.527,0.43,123.091,-5.6770000000000005,1,10,0.504,0.0,0.333,0.0427,0,236280,50,2010,12/13/2010,I Can't Make You Love Me
5955,Bobby Womack,[64509],0.506,0.59,0.735,83.62700000000002,-8.922,0,11,0.5670000000000001,2.1e-05,0.17,0.0302,0,210453,50,2008,1/1/2008,Woman's Gotta Have It
5960,Bill Withers,[78044],0.757,0.333,0.928,95.582,-11.706,1,9,0.684,0.212,0.106,0.0293,0,152773,50,1971,5/1/1971,Sweet Wanomi
5971,The Deele,[146796],0.5429999999999999,0.667,0.5589999999999999,169.63299999999995,-9.546,0,9,0.0259,3.96e-05,0.299,0.0716,0,258427,50,1987,1/1/1987,Two Occasions
5987,The Foundations,[67900],0.643,0.787,0.96,118.224,-4.466,1,0,0.5710000000000001,0.0,0.0592,0.0391,0,158533,50,1968,1/1/1968,"Baby, Now That I Found You"
5989,Parliament,[129775],0.637,0.421,0.779,87.507,-14.327,1,9,0.654,0.0,0.369,0.252,0,461160,50,1975,12/15/1975,P-Funk (Wants To Get Funked Up)
6006,Sade,[279337],0.621,0.38,0.223,147.696,-9.318,1,5,0.5710000000000001,0.0227,0.108,0.0292,0,304413,50,2010,2/8/2010,In Another Time
6032,Funkadelic,[187581],0.634,0.565,0.616,142.379,-8.732999999999999,1,2,0.289,0.294,0.0938,0.0279,0,258227,50,1974,7/10/1974,I'll Stay
6035,The Impressions,[82013],0.608,0.121,0.28800000000000003,86.704,-17.320999999999998,1,11,0.966,0.466,0.0746,0.0359,0,171507,50,1964,9/9/1964,I'm So Proud
6038,Bobby Brown,[1777836],0.7809999999999999,0.731,0.7170000000000001,102.398,-12.277,1,6,0.000127,3.06e-05,0.235,0.0565,0,408307,50,1988,1/1/1988,Don't Be Cruel
6047,Mariah Carey,[262255],0.477,0.5329999999999999,0.18,162.368,-11.049,1,10,0.591,0.00685,0.139,0.0408,0,266560,50,1991,9/17/1991,Can't Let Go
6051,Chris Brown,[266063],0.7170000000000001,0.562,0.652,121.967,-7.03,0,11,0.302,0.0,0.0919,0.0537,0,226173,50,2007,11/6/2007,I Wanna Be
6059,Usher,[303506],0.601,0.623,0.243,120.049,-6.43,1,8,0.534,0.0,0.307,0.0348,0,335867,50,2001,8/7/2001,Can U Help Me
6094,Otis Redding,[414251],0.389,0.277,0.402,141.75,-13.15,1,9,0.495,0.0,0.138,0.0279,0,195867,50,1992,11/6/1992,I've Got Dreams to Remember
6134,Nile Rodgers,"[411830, 608945]",0.67,0.906,0.722,115.996,-3.693,0,0,0.181,0.000299,0.394,0.0615,0,268787,50,2014,10/27/2014,Magic (feat. Nile Rodgers and Brandy)
6138,The Blues Brothers,[47421],0.5770000000000001,0.959,0.784,143.683,-5.925,1,9,0.0871,0.0881,0.163,0.0366,0,187693,50,1980,1980,Gimme **** Lovin'
6141,Mariah Carey,"[262255, 201983]",0.495,0.481,0.317,117.483,-7.2639999999999985,1,1,0.583,0.0,0.105,0.0333,0,200427,50,2000,2000,******* All Odds (Take a Look at Me Now) (feat. Westlife)
6143,The Blackbyrds,[49367],0.5870000000000001,0.321,0.716,92.69,-19.623,0,8,0.0558,0.0033200000000000005,0.107,0.0274,0,290067,50,1994,1/1/1994,Mysterious Vibes
6150,The Blackbyrds,[49367],0.5870000000000001,0.321,0.716,92.69,-19.623,0,8,0.0558,0.0033200000000000005,0.107,0.0274,0,290067,50,1994,1/1/1994,Mysterious Vibes
6154,Janet Jackson,[208774],0.7020000000000001,0.975,0.6459999999999999,115.185,-7.968,0,6,0.0305,0.000134,0.165,0.0396,0,252333,50,1989,9/19/1989,Miss You Much
6167,Jagged Edge,"[125506, 933898]",0.836,0.5489999999999999,0.843,110.028,-6.765,1,0,0.614,0.0,0.248,0.152,0,238200,50,2007,1/1/2007,Put A Little Umph In It
6168,Harold Melvin & the Blue Notes,[665957],0.565,0.645,0.631,97.717,-8.117,1,6,0.428,0.0,0.264,0.0688,0,452773,50,1975,1975,Wake Up Everybody
6177,The Gap Band,[73383],0.738,0.498,0.774,99.084,-12.091,1,6,0.223,1.57e-05,0.155,0.0286,0,198800,50,1982,1/1/1982,Outstanding
6189,Marvin Gaye,[316834],0.527,0.807,0.767,100.491,-11.304,0,6,0.527,5.44e-06,0.115,0.0703,0,216520,50,1976,3/16/1976,I Want You - Single Version
6206,Musiq Soulchild,[935739],0.569,0.385,0.339,99.738,-9.919,0,1,0.342,0.0,0.0876,0.0499,0,304667,50,2000,11/14/2000,Love
6219,Sade,[279337],0.693,0.758,0.7909999999999999,97.349,-9.757,1,5,0.38,0.0084,0.13,0.0369,0,378733,50,1984,1984,Cherry Pie
6251,Maze,[401114],0.542,0.327,0.708,95.544,-18.179,1,10,0.542,0.00268,0.0575,0.0426,0,387760,50,1998,1/1/1998,We Are One
6259,Teddy Pendergrass,[20278],0.615,0.405,0.645,118.531,-12.386,0,4,0.49,0.000129,0.348,0.0376,0,354627,50,1979,6/23/1979,Turn *** the Lights
6279,Bettye Swann,[50520],0.715,0.491,0.875,107.941,-8.126,1,3,0.48,1.19e-05,0.124,0.0322,0,195293,50,1967,2/6/1967,Make Me Yours
6282,Kool & the Gang,[777210],0.562,0.249,0.31,95.283,-18.652,1,1,0.375,0.0,0.35200000000000004,0.0253,0,290600,50,1984,11/15/1984,Cherish
6286,The Budos Band,[843259],0.674,0.607,0.7120000000000001,77.845,-7.76,1,1,0.0124,0.87,0.147,0.057,0,160600,50,2005,11/29/2005,T.I.B.W.F.
6315,Stevie Wonder,[622805],0.624,0.6459999999999999,0.509,99.019,-11.720999999999998,0,4,0.765,0.00136,0.098,0.0593,0,276227,50,1973,8/3/1973,Too High
6334,The Gap Band,[73383],0.6970000000000001,0.809,0.821,121.376,-10.358,0,4,0.0405,0.00949,0.894,0.0414,0,456733,49,1999,3/5/1999,Early In The Morning - *** Version
6335,Omarion,[468938],0.828,0.7490000000000001,0.953,115.053,-7.5539999999999985,1,9,0.0942,0.000171,0.114,0.0556,0,201733,49,2005,2/22/2005,Touch
6342,Loleatta Holloway,[829125],0.703,0.755,0.721,117.128,-9.337,1,5,0.0094,0.0199,0.17,0.0752,0,366200,49,1980,1980,Love Sensation
6351,The Jackson 5,[83013],0.755,0.713,0.946,113.656,-10.953,0,9,0.411,0.0,0.118,0.0513,0,181427,49,1970,5/8/1970,The Love You Save
6379,The Drifters,[118544],0.239,0.564,0.642,77.58,-6.544,0,6,0.596,0.0,0.7040000000000001,0.035,0,129613,49,1988,11/15/1988,There Goes My Baby
6381,Sade,[279337],0.7290000000000001,0.836,0.944,93.607,-8.494,1,2,0.18,0.0253,0.0701,0.031,0,321600,49,1988,10/28/1988,Keep Looking
6400,Usher,[303506],0.797,0.5379999999999999,0.5,128.06799999999998,-6.006,1,8,0.0541,7.79e-06,0.0899,0.0608,0,273760,49,2004,3/23/2004,Seduction
6418,Aretha Franklin,[927555],0.688,0.899,0.833,126.509,-6.3279999999999985,1,2,0.242,5.55e-06,0.0223,0.0734,0,352093,49,1985,1985,Freeway Of Love
6427,The Five Satins,[61479],0.503,0.211,0.29600000000000004,71.283,-18.197,1,5,0.878,0.0,0.0829,0.0324,0,185600,49,1987,9/24/1987,(I'll Remember) In The Still Of The *****
6434,The-Dream,[1028077],0.59,0.735,0.398,102.076,-4.924,1,2,0.0277,0.0,0.0818,0.297,0,256547,49,2009,1/1/2009,******* Luv
6435,Chic,[92942],0.91,0.6409999999999999,0.903,118.533,-11.316,1,7,0.0258,6.42e-05,0.0642,0.0589,0,331360,49,1978,8/11/1978,Le Freak - **** Remaster
6447,Toni Braxton,[935330],0.742,0.358,0.58,127.843,-8.959,1,2,0.575,0.0,0.132,0.0456,0,306933,49,1996,4/24/1996,I Love Me **** Him
6451,The Drifters,[118544],0.239,0.564,0.642,77.58,-6.544,0,6,0.596,0.0,0.7040000000000001,0.035,0,129613,49,1988,11/15/1988,There Goes My Baby
6454,Diana Ross,[594665],0.439,0.537,0.586,137.067,-8.676,1,6,0.226,1.91e-06,0.111,0.0326,0,233107,49,1973,6/22/1973,Touch Me In The Morning - First Pressing Single Version
6469,Stevie Wonder,[622805],0.264,0.16399999999999998,0.0699,122.018,-17.034000000000002,1,6,0.921,0.00124,0.112,0.0333,0,278213,49,1972,10/28/1972,You And I
6477,Toni Braxton,[935330],0.742,0.358,0.58,127.843,-8.959,1,2,0.575,0.0,0.132,0.0456,0,306933,49,1996,4/24/1996,I Love Me **** Him
6479,Jazmine Sullivan,[546738],0.445,0.34,0.177,116.826,-7.942,0,0,0.698,0.0,0.138,0.0518,0,250093,49,2008,9/23/2008,In Love With Another Man
6483,Vicki Sue Robinson,[202344],0.662,0.941,0.7979999999999999,131.045,-4.05,0,6,0.327,0.0,0.218,0.0883,0,252373,49,1972,1972,Turn the Beat Around
6522,Whitney Houston,[820434],0.627,0.55,0.5,111.003,-9.52,1,6,0.273,7.87e-06,0.262,0.0242,0,342667,49,1990,11/4/1990,Miracle
6527,The Shirelles,[418981],0.604,0.591,0.8290000000000001,140.558,-6.874,0,8,0.7040000000000001,0.0,0.47,0.0614,0,130893,49,2010,7/27/2010,Mama Said
6541,Miguel,[2570457],0.625,0.915,0.39,117.914,-5.214,0,4,0.0936,0.0,0.273,0.15,1,260320,49,2013,1/1/2013,Ashley
6583,Joe,"[101895, 516929]",0.484,0.525,0.21600000000000005,59.957,-5.99,1,6,0.17600000000000002,0.0,0.36,0.0415,0,297000,49,2000,4/18/2000,I Believe in You
6585,Michael Jackson,[467203],0.601,0.865,0.677,103.562,-8.175,0,4,0.479,0.00486,0.159,0.0575,0,180600,49,1986,11/14/1986,I Wanna Be Where You Are
6595,Kool & the Gang,[777210],0.846,0.49,0.926,117.733,-11.384,0,11,0.013,0.051,0.031,0.0333,0,228627,49,1999,3/1/1999,Fresh
6601,Sade,[279337],0.622,0.36,0.71,166.296,-12.671,0,11,0.42,0.0113,0.0935,0.0387,0,440667,49,1994,10/31/1994,No Ordinary Love
6624,Brenton Wood,[617568],0.74,0.7190000000000001,0.8009999999999999,109.184,-5.238,0,5,0.207,0.0,0.0865,0.0959,0,138227,49,1992,1/1/1992,Great Big Bundle Of Love
6632,David Ruffin,[811598],0.556,0.5379999999999999,0.81,93.655,-10.898,1,1,0.0414,0.0,0.225,0.0257,0,168400,49,1969,1/1/1969,Put A Little Love In Your Heart
6633,Marvin Gaye,[316834],0.513,0.7170000000000001,0.542,113.787,-6.783,1,0,0.128,0.007809999999999998,0.39,0.0291,0,451080,49,1971,5/21/1971,Right On
6655,Eddie Kendricks,[170211],0.45,0.81,0.86,101.568,-9.762,1,1,0.122,0.00963,0.0412,0.0472,0,479413,49,1973,1/1/1973,Keep On Truckin'
6658,Jaheim,[782163],0.57,0.68,0.528,78.031,-7.182,1,6,0.0579,0.0,0.354,0.317,1,264707,49,2006,12/18/2006,******* (feat. Jaheim and Trina)
6666,The Manhattans,[51736],0.5870000000000001,0.376,0.655,129.19899999999998,-13.52,1,10,0.399,2.8e-06,0.156,0.0634,0,265627,49,1995,10/30/1995,Kiss and Say Goodbye
6678,Sade,[279337],0.631,0.214,0.128,105.208,-14.364,0,9,0.965,0.11,0.0934,0.0288,0,350293,49,1988,10/28/1988,Haunt Me
6707,Trey Songz,[128143],0.588,0.847,0.38,99.058,-4.734,0,11,0.0145,0.0,0.436,0.0675,0,204013,49,2011,3/4/2011,Out of My Head (feat. Trey Songz)
6710,Sharon Jones & the Dap-Kings,[8125],0.629,0.67,0.643,168.34099999999995,-7.0939999999999985,1,7,0.198,0.00175,0.252,0.0815,0,247653,49,2011,11/25/2011,Inspiration Information
6715,Don Covay,[2993710],0.858,0.465,0.703,117.961,-13.434,1,9,0.32,0.000604,0.0753,0.0729,0,146707,49,1965,7/26/1965,"Mercy, Mercy"
6716,Babyface,[61226],0.454,0.5479999999999999,0.598,73.01100000000002,-7.421,0,11,0.309,0.0,0.076,0.0476,0,349840,49,1989,7/7/1989,Whip Appeal - ******* Version
6717,Akon,[933458],0.621,0.525,0.6,90.072,-7.872999999999998,0,5,0.314,0.0,0.126,0.0391,1,235800,49,2006,1/1/2006,Lonely
6724,Usher,[303506],0.7170000000000001,0.59,0.7829999999999999,131.904,-4.825,0,0,0.147,0.0,0.0911,0.113,0,277840,49,2004,3/23/2004,That's What It's Made For
6737,Whitney Houston,"[820434, 987922]",0.526,0.507,0.14,113.653,-6.647,0,4,0.388,0.0,0.115,0.029,0,266787,49,1995,11/14/1995,Count On Me - from Waiting to Exhale - Original Soundtrack
6741,Akon,[933458],0.711,0.945,0.5770000000000001,120.022,-3.241,1,0,0.16,0.0,0.134,0.0486,0,260867,49,2008,1/1/2008,Keep You Much Longer
6752,Fats Domino,[137494],0.388,0.8320000000000001,0.91,151.298,-9.718,1,11,0.5920000000000001,0.0,0.135,0.0385,0,143667,49,1959,1/1/1959,**** Monday
6756,Sam Cooke,[238115],0.485,0.433,0.825,120.471,-10.503,1,7,0.476,0.0,0.0861,0.0342,0,158014,49,2010,2010,***** - Remastered
6758,James Ingram,[147082],0.696,0.5,0.423,90.0,-8.748,1,8,0.489,7.54e-06,0.268,0.0394,0,277213,49,1999,4/12/1999,One Hundred Ways - New Version
6767,Faith Evans,"[164053, 169818]",0.784,0.518,0.491,89.59100000000002,-4.828,1,7,0.0684,1.55e-06,0.0646,0.0496,0,300160,49,2001,2001,Can't Believe (feat. Carl Thomas)
6776,Harold Melvin & the Blue Notes,[665957],0.472,0.679,0.544,120.197,-9.961,1,0,0.403,1.02e-06,0.109,0.0623,0,366573,49,1995,2/28/1995,Don't Leave Me This Way
6788,Dionne Warwick,[165011],0.512,0.415,0.7140000000000001,147.2,-7.642,1,7,0.872,0.0,0.184,0.0608,0,188360,49,1967,1967,I Say a Little Prayer
6819,Marvin Gaye,[316834],0.642,0.5870000000000001,0.905,110.352,-6.6160000000000005,1,0,0.28300000000000003,0.0,0.303,0.0317,0,180933,49,1999,1/1/1999,How Sweet It Is (To Be Loved By You)
6820,Xscape,[681956],0.7,0.465,0.306,137.82299999999998,-10.43,1,7,0.36,0.000157,0.14300000000000002,0.0562,0,340962,49,1993,10/12/1993,Understanding
6823,Amel Larrieux,[16186],0.595,0.525,0.7559999999999999,136.061,-7.337999999999999,1,11,0.32,0.0,0.0419,0.245,0,226333,49,2004,1/20/2004,For Real
6849,Akon,[933458],0.73,0.746,0.5489999999999999,92.523,-3.53,1,1,0.0672,0.0,0.353,0.0517,0,239440,48,2007,11/23/2007,"Sweetest **** (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)"
6867,Rick James,[366164],0.7090000000000001,0.726,0.964,119.501,-8.704,1,11,0.119,5.5200000000000014e-05,0.177,0.0444,0,248227,48,1981,4/7/1981,Give It To Me Baby
6892,Sade,[279337],0.774,0.598,0.868,118.429,-9.846,0,6,0.605,0.0268,0.066,0.0323,0,283427,48,1984,1984,I Will Be Your Friend
6902,Tina Turner,[597309],0.653,0.51,0.373,102.021,-10.59,0,11,0.00456,0.000355,0.073,0.0266,0,288400,48,1995,1/1/1995,*********
6921,The Pointer Sisters,[894847],0.852,0.799,0.918,134.75799999999998,-9.03,0,10,0.0303,5.44e-05,0.16899999999999998,0.0578,0,238480,48,1984,2/1/1984,Jump (For My Love) - Single Remix
6929,The Supremes,[477875],0.696,0.521,0.479,121.215,-11.168,1,0,0.0182,1.47e-05,0.404,0.0273,0,174307,48,1965,7/23/1965,Back In My Arms *****
6945,Michael Jackson,[467203],0.794,0.551,0.91,105.547,-14.607,1,0,0.206,1.01e-05,0.289,0.0498,0,227867,48,1979,8/10/1979,It's the Falling in Love
6951,Nate Dogg,[373592],0.736,0.561,0.122,92.06,-8.16,1,0,0.446,0.0,0.128,0.05,1,274440,48,1998,1998,****** Does It Better
6977,Alicia Keys,[5307],0.531,0.603,0.228,86.162,-6.242000000000001,1,7,0.728,0.0,0.11,0.0944,0,282027,48,2010,5/28/2010,Un-thinkable (I'm Ready) (feat. Drake) - Remix
6980,The Staple Singers,[577235],0.635,0.581,0.968,101.334,-14.663,1,4,0.226,0.000628,0.0693,0.0241,0,267173,48,1973,1/1/1973,If You're Ready (Come Go With Me)
6985,Faith Evans,"[164053, 1055285]",0.7090000000000001,0.34700000000000003,0.37,109.882,-9.055,1,0,0.5479999999999999,0.00263,0.121,0.0676,1,344813,48,1997,1997,I'll Be Missing You (feat. Faith Evans & ****
6990,R. Kelly,[319347],0.7140000000000001,0.371,0.343,115.927,-11.052,0,1,0.12,0.0,0.104,0.0305,0,338160,48,1993,11/7/1993,It Seems Like You're Ready
6998,Lionel Richie,[243474],0.388,0.28600000000000003,0.26,200.733,-13.287,1,0,0.7809999999999999,0.0,0.0647,0.0347,0,217827,48,1986,1986,Ballerina ****
7015,Prince,[1426748],0.747,0.7490000000000001,0.563,100.722,-6.255,1,9,0.0917,0.0,0.0444,0.0563,1,310467,48,1992,10/13/1992,7
7026,The Tymes,[478246],0.546,0.494,0.44,75.655,-10.39,1,4,0.787,0.000111,0.453,0.034,0,140467,48,1963,1/1/1963,So Much In Love
7042,Chaka Khan,[802302],0.513,0.478,0.183,83.21700000000001,-9.216,1,8,0.359,0.00228,0.0961,0.0318,0,290160,48,1992,6/12/1992,Feels Like Heaven (with Chaka Khan)
7059,Sam Cooke,[238115],0.586,0.376,0.6970000000000001,108.881,-11.191,1,7,0.621,0.0,0.454,0.031,0,140213,48,1964,1/1/1964,Keep Movin' On
7068,Alicia Keys,[5307],0.485,0.136,0.411,103.246,-11.504,1,4,0.941,1.99e-05,0.139,0.0393,0,120933,48,2001,6/26/2001,Never Felt This Way
7075,Michael Jackson,[467203],0.7440000000000001,0.815,0.34700000000000003,131.39,-4.013,1,3,0.194,0.000263,0.303,0.0446,0,280760,48,1987,8/31/1987,Dirty Diana - **** Remaster
7082,The Delfonics,[7448],0.552,0.636,0.6629999999999999,82.884,-6.215,1,3,0.304,2.32e-05,0.153,0.0338,0,119467,48,1969,1969,Ready or Not Here I Come (Can't Hide from Love) - Remastered
