,influencer_id,influencer_name,influencer_main_genre,influencer_active_start
2020,84814,Billy Squier,Pop/Rock,1970
2026,391933,Rainbow,Pop/Rock,1970
2028,588508,Ace Frehley,Pop/Rock,1960
2029,596126,Mott the Hoople,Pop/Rock,1960
2032,809999,UFO,Pop/Rock,1960
2050,792953,Carl Perkins,Pop/Rock,1950
2051,793988,Eddie Cochran,Pop/Rock,1950
2052,803720,Gene Vincent,Pop/Rock,1950
2058,193216,Free,Pop/Rock,1960
2063,482600,The Spencer Davis Group,Pop/Rock,1960
2073,297955,The Rubinoos,Pop/Rock,1970
2074,319021,Jellyfish,Pop/Rock,1980
2077,486645,The Plimsouls,Pop/Rock,1980
2078,501802,The Soft Boys,Pop/Rock,1970
2080,583478,The Wedding Present,Pop/Rock,1980
2089,129308,The Durutti Column,Pop/Rock,1970
2093,415239,The Primitives,Pop/Rock,1980
2096,745318,Pale Saints,Pop/Rock,1980
2099,790814,Talk Talk,Pop/Rock,1980
2132,51066,Craig Armstrong,Pop/Rock,1980
2140,304401,Procol Harum,Pop/Rock,1960
2151,590479,Thin Lizzy,Pop/Rock,1970
2153,925837,Accept,Pop/Rock,1970
2168,317865,Jennifer Lopez,Pop/Rock,1990
2170,585249,Annie Lennox,Pop/Rock,1970
2172,922728,ABBA,Pop/Rock,1970
2176,84053,The Jam,Pop/Rock,1970
2180,119651,J.J. Cale,Pop/Rock,1950
2185,478603,The Monkees,Pop/Rock,1960
2191,758444,Blur,Pop/Rock,1980
2199,336783,Nick Drake,Pop/Rock,1960
2200,384920,R. Stevie Moore,Pop/Rock,1970
2202,674263,Daniel Johnston,Pop/Rock,1980
2206,26520,Stereolab,Pop/Rock,1990
2209,408696,Mercury Rev,Pop/Rock,1980
2212,920101,The United States of America,Pop/Rock,1960
2213,46699,The Everly Brothers,Pop/Rock,1950
2222,265456,Dion,Pop/Rock,1950
2223,424296,The Righteous Brothers,Pop/Rock,1960
2246,222927,Uncle Tupelo,Pop/Rock,1980
2257,289685,Robyn,Pop/Rock,1990
2270,659517,Grand Funk Railroad,Pop/Rock,1960
2271,674873,Wishbone Ash,Pop/Rock,1960
2276,175708,Ry Cooder,Pop/Rock,1960
2280,759031,Aztec Camera,Pop/Rock,1980
2294,163229,Electric Light Orchestra,Pop/Rock,1970
2302,597094,Morrissey,Pop/Rock,1980
2332,627337,Tommy Roe,Pop/Rock,1950
2333,660401,Gary Glitter,Pop/Rock,1960
2343,125465,Barclay James Harvest,Pop/Rock,1960
2355,33316,Andy Kim,Pop/Rock,1960
2363,68738,The Chills,Pop/Rock,1980
2367,259561,Let's Active,Pop/Rock,1980
2372,639053,H??sker D??,Pop/Rock,1970
2373,920073,The Undertones,Pop/Rock,1970
2388,377908,NRBQ,Pop/Rock,1960
2391,489876,The Pogues,Pop/Rock,1980
2404,823165,Levon Helm,Pop/Rock,1950
2408,10538,Spandau Ballet,Pop/Rock,1980
2412,149515,Joe Cocker,Pop/Rock,1960
2414,574597,ABC,Pop/Rock,1980
2429,761706,The Fleetwoods,Pop/Rock,1950
2434,92303,King Missile,Pop/Rock,1980
2435,131650,Talking Heads,Pop/Rock,1970
2440,493327,They Might Be Giants,Pop/Rock,1980
2441,816900,Warren Zevon,Pop/Rock,1960
2443,922200,Violent Femmes,Pop/Rock,1980
2450,487186,Suicide,Pop/Rock,1970
2453,672910,Wire,Pop/Rock,1970
2454,926604,Throbbing Gristle,Pop/Rock,1970
2455,948557,DNA,Pop/Rock,1980
2504,422947,Minor Threat,Pop/Rock,1980
2506,515251,Murphy's Law,Pop/Rock,1980
2508,931105,Agnostic Front,Pop/Rock,1980
2509,950956,Gorilla Biscuits,Pop/Rock,1980
2510,42993,Sonny & Cher,Pop/Rock,1960
2513,80537,Billy Fury,Pop/Rock,1950
2520,3495279,Andy Black,Pop/Rock,2010
2522,135054,Joan Jett & the Blackhearts,Pop/Rock,1980
2524,266255,Jonathan Richman,Pop/Rock,1970
2528,766385,The Go-Go's,Pop/Rock,1970
2533,167517,Dire Straits,Pop/Rock,1970
2554,573241,7 Seconds,Pop/Rock,1980
2561,19892,Tears for Fears,Pop/Rock,1980
2564,61172,The Cars,Pop/Rock,1970
2583,758520,Big Black,Pop/Rock,1980
2586,858827,Queen,Pop/Rock,1970
2587,889097,Ric Ocasek,Pop/Rock,1970
2611,935990,Brewer & Shipley,Pop/Rock,1960
2618,75100,Bad Company,Pop/Rock,1970
2625,140689,Dead Boys,Pop/Rock,1970
2628,222351,Dead Moon,Pop/Rock,1980
2633,474482,Minutemen,Pop/Rock,1980
2644,913210,Hurt,Pop/Rock,2000
2653,747757,Split Enz,Pop/Rock,1970
2655,61534,The Bobby Fuller Four,Pop/Rock,1960
2657,142652,D.O.A.,Pop/Rock,1970
2671,13508,Travis,Pop/Rock,1990
2674,108679,Crash Test Dummies,Pop/Rock,1980
2683,636433,The Cardigans,Pop/Rock,1990
2687,775877,Coldplay,Pop/Rock,1990
2690,923705,Mogwai,Pop/Rock,1990
2707,73644,Bobby Charles,Pop/Rock,1950
2711,171637,Duane Eddy,Pop/Rock,1950
2716,332852,Ronnie Hawkins,Pop/Rock,1950
2725,9084,Sparks,Pop/Rock,1970
2734,783250,Gloria Jones,Pop/Rock,1950
2737,926548,Iggy Pop,Pop/Rock,1960
2751,200074,Lenny Kravitz,Pop/Rock,1980
2774,213165,Jan & Dean,Pop/Rock,1950
2789,36468,Smoking Popes,Pop/Rock,1990
2790,38302,Social Distortion,Pop/Rock,1970
2793,138520,The Damned,Pop/Rock,1970
2796,223197,Hot Water Music,Pop/Rock,1990
2797,255704,Pegboy,Pop/Rock,1990
2798,312354,Screeching Weasel,Pop/Rock,1980
2799,367459,Naked Raygun,Pop/Rock,1980
2801,471355,Operation Ivy,Pop/Rock,1980
2802,472925,The Offspring,Pop/Rock,1980
2804,761108,Avail,Pop/Rock,2000
2806,855952,Propagandhi,Pop/Rock,1980
2808,58372,Faces,Pop/Rock,1960
2821,308645,Pulp,Pop/Rock,1980
2833,453041,Meshuggah,Pop/Rock,1980
2835,741177,Entombed,Pop/Rock,1980
2839,291043,Journey,Pop/Rock,1970
2856,130764,Face to Face,Pop/Rock,1990
2857,139089,Barenaked Ladies,Pop/Rock,1980
2861,213921,Less Than Jake,Pop/Rock,1990
2862,243008,Weezer,Pop/Rock,1990
2863,258430,Pennywise,Pop/Rock,1980
2864,317545,NOFX,Pop/Rock,1980
2868,527267,Built to Spill,Pop/Rock,1990
2871,780581,Lagwagon,Pop/Rock,1990
2872,805345,Down by Law,Pop/Rock,1990
2873,848913,Richard Hell,Pop/Rock,1970
2875,920994,The Vandals,Pop/Rock,1980
2888,94764,"Bonnie ""Prince"" Billy",Pop/Rock,1990
2891,451296,Red House Painters,Pop/Rock,1990
2916,928351,Morbid Angel,Pop/Rock,1980
2921,312353,Screaming Trees,Pop/Rock,1980
2926,509223,Mudhoney,Pop/Rock,1980
2931,799771,Green River,Pop/Rock,1980
2943,170381,Europe,Pop/Rock,1980
2949,465562,Obituary,Pop/Rock,1980
2956,987621,Foreigner,Pop/Rock,1970
2986,772745,Incubus,Pop/Rock,1990
2999,124492,Beck,Pop/Rock,1990
3010,850692,Jethro Tull,Pop/Rock,1960
3040,758943,Big Brother & the Holding Company,Pop/Rock,1960
3061,785611,The Dave Clark Five,Pop/Rock,1950
3063,852007,Roy Orbison,Pop/Rock,1950
3077,758208,Beth Orton,Pop/Rock,1990
3085,3170,Pablo Cruise,Pop/Rock,1970
3101,33560,Suzi Quatro,Pop/Rock,1960
3110,469286,The Music Machine,Pop/Rock,1960
3114,774791,The Chocolate Watchband,Pop/Rock,1960
3118,868306,Nico,Pop/Rock,1960
3141,756740,Swell Maps,Pop/Rock,1970
3188,354733,Los Lobos,Pop/Rock,1970
3199,146544,Eddie Van Halen,Pop/Rock,1970
3204,238440,Robert Fripp,Pop/Rock,1960
3216,148355,Egg,Pop/Rock,1960
3234,776011,Kyuss,Pop/Rock,1980
3239,837486,Utopia,Pop/Rock,1970
3302,241813,Johnny Burnette,Pop/Rock,1950
3328,83554,Billy Bragg,Pop/Rock,1980
3341,683686,Willie Nile,Pop/Rock,1970
3369,41899,The Blues Project,Pop/Rock,1960
3374,394806,Randy Newman,Pop/Rock,1960
3381,628981,The Buckinghams,Pop/Rock,1960
3384,38977,The Associates,Pop/Rock,1980
3392,300024,Prefab Sprout,Pop/Rock,1970
3431,224186,John Mellencamp,Pop/Rock,1970
3444,585574,Sum 41,Pop/Rock,1990
3445,766078,The Get Up Kids,Pop/Rock,1990
3446,852688,Jimmy Eat World,Pop/Rock,1990
3466,52382,The Marshall Tucker Band,Pop/Rock,1970
3470,85776,James Gang,Pop/Rock,1960
3474,154548,Eric Burdon,Pop/Rock,1960
3478,224294,John Fogerty,Pop/Rock,1960
3482,339490,Rare Earth,Pop/Rock,1960
3492,805661,Humble Pie,Pop/Rock,1960
3494,817369,Derek & the Dominos,Pop/Rock,1970
3495,835894,Lowell George,Pop/Rock,1960
3496,838524,Savoy Brown,Pop/Rock,1960
3501,943936,Buddy Miles,Pop/Rock,1960
3505,359062,KMFDM,Pop/Rock,1980
3508,35587,Sick of It All,Pop/Rock,1980
3509,192338,Madball,Pop/Rock,1990
3515,779670,Cradle of Filth,Pop/Rock,1990
3517,885375,Refused,Pop/Rock,1990
3540,215058,Jars of Clay,Pop/Rock,1990
3542,270667,Live,Pop/Rock,1990
3546,521851,MxPx,Pop/Rock,1990
3551,146490,Fastball,Pop/Rock,1990
3556,335747,Rancid,Pop/Rock,1990
3558,757342,blink-182,Pop/Rock,1990
3559,771905,Bowling for Soup,Pop/Rock,1990
3571,229157,Magazine,Pop/Rock,1970
3598,830538,Robert Plant,Pop/Rock,1960
3605,582930,David Gilmour,Pop/Rock,1960
3608,842611,Peter Green,Pop/Rock,1960
3617,339577,Meat Puppets,Pop/Rock,1980
3626,755519,Soul Asylum,Pop/Rock,1980
3630,940583,The Call,Pop/Rock,1980
3631,946137,Canned Heat,Pop/Rock,1960
3658,48566,The Black Crowes,Pop/Rock,1990
3685,345427,Roy Harper,Pop/Rock,1960
3688,404345,The Monks,Pop/Rock,1960
3689,417607,The Red Krayola,Pop/Rock,1960
3691,500664,The Seeds,Pop/Rock,1960
3700,843607,Peter Hammill,Pop/Rock,1960
3704,75591,The Corrs,Pop/Rock,1990
3705,186185,C??line Dion,Pop/Rock,1980
3711,374126,Natalie Imbruglia,Pop/Rock,1990
3723,28772,The 5th Dimension,Pop/Rock,1960
3737,541125,Gerry & the Pacemakers,Pop/Rock,1950
3741,784760,The Cowsills,Pop/Rock,1960
3747,135032,The Beau Brummels,Pop/Rock,1960
3758,807121,Lou Christie,Pop/Rock,1960
3828,670088,Dan Hicks & His Hot Licks,Pop/Rock,1960
3851,101701,Conflict,Pop/Rock,1980
3852,184267,U.K. Subs,Pop/Rock,1970
3864,634377,David Axelrod,Pop/Rock,1960
3878,765595,Backstreet Boys,Pop/Rock,1990
3879,813731,Debbie Gibson,Pop/Rock,1980
3908,249973,Devo,Pop/Rock,1970
3909,420539,The Residents,Pop/Rock,1970
3943,625736,Brian Wilson,Pop/Rock,1960
3967,194018,Del Shannon,Pop/Rock,1950
3969,204708,Dr. Feelgood,Pop/Rock,1970
3980,620121,Brinsley Schwarz,Pop/Rock,1970
3983,668302,Dan Penn,Pop/Rock,1960
3987,776562,Colin Blunstone,Pop/Rock,1960
3996,28432,Sneaker Pimps,Pop/Rock,1990
3997,38579,Soft Cell,Pop/Rock,1980
3998,49374,Simple Minds,Pop/Rock,1970
3999,52093,The Fixx,Pop/Rock,1980
4005,206241,Eurythmics,Pop/Rock,1980
4009,296903,Love and Rockets,Pop/Rock,1980
4011,566918,The The,Pop/Rock,1970
4012,567862,A Flock of Seagulls,Pop/Rock,1980
4018,926428,Thomas Dolby,Pop/Rock,1980
4053,428717,The Sonics,Pop/Rock,1960
4068,193342,Emperor,Pop/Rock,1990
4089,631535,The Business,Pop/Rock,1980
4090,2368302,Blitz,Pop/Rock,1980
4097,308742,Julian Cope,Pop/Rock,1970
4100,492037,The Proclaimers,Pop/Rock,1980
4101,568137,The Strokes,Pop/Rock,1990
4102,569402,The Teardrop Explodes,Pop/Rock,1970
4103,748904,Stereophonics,Pop/Rock,1990
4107,933633,Mungo Jerry,Pop/Rock,1970
4136,570825,The Modern Lovers,Pop/Rock,1970
4182,239961,Johnny Kidd & the Pirates,Pop/Rock,1960
4196,820232,Dick Dale,Pop/Rock,1950
4198,26023,The Apples in Stereo,Pop/Rock,1990
4207,687487,Yo La Tengo,Pop/Rock,1980
4252,582024,The Walker Brothers,Pop/Rock,1960
4257,795341,Felt,Pop/Rock,1970
4258,799644,Chad & Jeremy,Pop/Rock,1960
4260,165855,Frankie Avalon,Pop/Rock,1950
4265,109735,Circle Jerks,Pop/Rock,1980
4273,483848,The Vibrators,Pop/Rock,1970
4279,937098,Stiff Little Fingers,Pop/Rock,1970
4293,520545,My Chemical Romance,Pop/Rock,2000
4354,228266,Jeff Lynne,Pop/Rock,1960
4429,89713,Billy Lee Riley,Pop/Rock,1950
4469,553483,Happy Mondays,Pop/Rock,1980
4473,763237,Big Audio Dynamite,Pop/Rock,1980
4476,926307,This Mortal Coil,Pop/Rock,1980
4501,808214,Joe Walsh,Pop/Rock,1960
4537,171150,Lydia Lunch,Pop/Rock,1970
4538,492275,The Runaways,Pop/Rock,1970
4540,553810,Girlschool,Pop/Rock,1970
4571,141838,Eddie Money,Pop/Rock,1970
4579,320845,Peter Frampton,Pop/Rock,1960
4580,339624,Meat Loaf,Pop/Rock,1970
4581,347148,Night Ranger,Pop/Rock,1980
4582,492466,Montrose,Pop/Rock,1970
4586,623254,Asia,Pop/Rock,1980
4604,554963,Harry Chapin,Pop/Rock,1970
4616,811622,John Denver,Pop/Rock,1960
4622,26164,Sleater-Kinney,Pop/Rock,1990
4629,498961,'Til Tuesday,Pop/Rock,1980
4632,620495,The Breeders,Pop/Rock,1980
4634,921710,The White Stripes,Pop/Rock,1990
4642,504276,The Selecter,Pop/Rock,1970
4665,620386,Tommy James,Pop/Rock,1950
4671,183715,The Fugitives,Pop/Rock,1960
4679,763601,The Gories,Pop/Rock,1980
4746,327735,REO Speedwagon,Pop/Rock,1960
4750,318966,Martin Gore,Pop/Rock,1970
4751,375945,Psychic TV,Pop/Rock,1980
4752,49062,Simple Plan,Pop/Rock,1990
4753,185018,Finch,Pop/Rock,1990
4754,211095,Under??ath,Pop/Rock,1990
4758,195237,Delaney & Bonnie,Pop/Rock,1960
4852,135543,The Electric Prunes,Pop/Rock,1960
4859,490620,The Real Kids,Pop/Rock,1970
4866,807026,Lyres,Pop/Rock,1980
4873,753685,Soft Machine,Pop/Rock,1960
4884,750970,Skinny Puppy,Pop/Rock,1980
4933,96744,Chris Rea,Pop/Rock,1970
4951,298764,Roxette,Pop/Rock,1980
4952,372322,Natalie Merchant,Pop/Rock,1980
4955,754055,Sophie B. Hawkins,Pop/Rock,1990
4958,924508,The Waterboys,Pop/Rock,1980
4962,87597,Ian Hunter,Pop/Rock,1950
5010,179126,David Gates,Pop/Rock,1960
5061,668922,Heaven 17,Pop/Rock,1980
5063,930204,The Art of Noise,Pop/Rock,1980
5070,66869,The Field Mice,Pop/Rock,1980
5073,765302,Badly Drawn Boy,Pop/Rock,1990
5074,790509,Alphaville,Pop/Rock,1980
5108,116178,Culture Club,Pop/Rock,1980
5133,918400,A Certain Ratio,Pop/Rock,1970
5147,85915,Billy Joel,Pop/Rock,1960
5155,235169,Rob Zombie,Pop/Rock,1990
5163,655547,GWAR,Pop/Rock,1980
5192,772191,The Bonzo Dog Band,Pop/Rock,1960
5196,405903,Midnight Oil,Pop/Rock,1970
5198,462110,The Reverend Horton Heat,Pop/Rock,1980
5199,475431,Stray Cats,Pop/Rock,1980
5213,140521,The Crew Cuts,Pop/Rock,1950
5231,160054,Sham 69,Pop/Rock,1970
5232,210425,Johnny Thunders & the Heartbreakers,Pop/Rock,1970
5239,591048,Anti-Nowhere League,Pop/Rock,1980
5262,51909,Carpenters,Pop/Rock,1960
5296,945196,Gerry Rafferty,Pop/Rock,1960
5324,107090,Cher,Pop/Rock,1960
5372,351227,Richard Marx,Pop/Rock,1980
5373,359613,Rick Springfield,Pop/Rock,1960
5473,34094,The Archies,Pop/Rock,1960
5509,182884,Jason Donovan,Pop/Rock,1980
5520,90188,Ian Dury,Pop/Rock,1970
5539,110341,The Creation,Pop/Rock,1960
5543,406575,The Outsiders,Pop/Rock,1960
5564,536275,Sweet,Pop/Rock,1970
5567,593930,Argent,Pop/Rock,1970
5580,240081,Sandie Shaw,Pop/Rock,1960
5581,288904,Richard & Linda Thompson,Pop/Rock,1970
5583,780005,LCD Soundsystem,Pop/Rock,2000
5607,130028,Freddie Mercury,Pop/Rock,1970
5621,8549,Sparklehorse,Pop/Rock,1990
5623,40230,Songs: Ohia,Pop/Rock,1990
5631,803009,Cat Power,Pop/Rock,1990
5634,21578,Sleep,Pop/Rock,1990
5637,109421,Crowbar,Pop/Rock,1980
5668,200882,Gene Pitney,Pop/Rock,1960
5722,125561,Cinderella,Pop/Rock,1980
5726,376422,Queens of the Stone Age,Pop/Rock,1990
5741,359179,Karla Bonoff,Pop/Rock,1970
5750,22348,Patty Griffin,Pop/Rock,1990
5761,305468,Lita Ford,Pop/Rock,1970
5768,932665,Alanis Morissette,Pop/Rock,1990
5770,1878899,P!nk,Pop/Rock,1990
5777,99888,The Knickerbockers,Pop/Rock,1960
5779,151979,Bay City Rollers,Pop/Rock,1960
5781,181321,Graham Parker,Pop/Rock,1970
5782,479113,The Nerves,Pop/Rock,1970
5787,683085,"Dave Dee, Dozy, Beaky, Mick & Tich",Pop/Rock,1960
5789,890799,The McCoys,Pop/Rock,1960
5790,36402,Sonny Bono,Pop/Rock,1960
5816,860080,Nada Surf,Pop/Rock,1990
5841,201297,Foghat,Pop/Rock,1970
5855,822910,Hoobastank,Pop/Rock,1990
5871,194036,Gene Clark,Pop/Rock,1960
5877,463435,Michael Nesmith,Pop/Rock,1960
5923,403184,The Osmonds,Pop/Rock,1950
5946,94890,The Legendary Pink Dots,Pop/Rock,1980
5947,120060,Christian Death,Pop/Rock,1980
5950,414016,Nina Hagen,Pop/Rock,1970
5981,660507,Giorgio Moroder,Pop/Rock,1960
5991,165736,Eddie & the Hot Rods,Pop/Rock,1970
6030,787757,The Dictators,Pop/Rock,1970
6032,441,P.O.D.,Pop/Rock,1990
6036,154417,Clutch,Pop/Rock,1990
6051,172041,Joe Strummer,Pop/Rock,1970
6082,780258,Christina Aguilera,Pop/Rock,1990
6133,495455,Monster Magnet,Pop/Rock,1980
6137,988529,Fu Manchu,Pop/Rock,1990
6145,568071,The Stranglers,Pop/Rock,1970
6180,746731,Spiritualized,Pop/Rock,1990
6191,496487,Adam Ant,Pop/Rock,1970
6224,83859,Kevin Coyne,Pop/Rock,1970
6254,480108,a-ha,Pop/Rock,1980
6255,503602,The Sea and Cake,Pop/Rock,1990
6256,504815,Art Garfunkel,Pop/Rock,1950
6258,610346,Aimee Mann,Pop/Rock,1980
6272,949619,Gong,Pop/Rock,1960
6329,40922,The Sound,Pop/Rock,1970
6333,93566,Inspiral Carpets,Pop/Rock,1980
6336,149840,Catherine Wheel,Pop/Rock,1990
6341,266534,Josef K,Pop/Rock,1980
6363,328288,Jerry Garcia,Pop/Rock,1960
6427,310455,Pestilence,Pop/Rock,1990
6430,802464,Freedy Johnston,Pop/Rock,1980
6448,751256,Superdrag,Pop/Rock,1990
6450,893383,The Muffs,Pop/Rock,1990
6457,169317,Carnivore,Pop/Rock,1980
6466,89018,The Jayhawks,Pop/Rock,1980
6474,651187,The Georgia Satellites,Pop/Rock,1980
6499,244073,Samiam,Pop/Rock,1980
6512,201022,Lenny Welch,Pop/Rock,1950
6533,589630,AFI,Pop/Rock,1990
6534,592595,Thursday,Pop/Rock,1990
6537,812711,Death Cab for Cutie,Pop/Rock,1990
6549,377891,Nazareth,Pop/Rock,1960
6556,611881,Atomic Rooster,Pop/Rock,1960
6562,835648,Uriah Heep,Pop/Rock,1960
6582,956093,Henry Lee Summer,Pop/Rock,1970
6600,97173,Bonnie Tyler,Pop/Rock,1970
6603,315142,Scandal,Pop/Rock,1980
6613,36310,Shonen Knife,Pop/Rock,1980
6636,215041,The Jon Spencer Blues Explosion,Pop/Rock,1990
6644,893383,The Kills,Pop/Rock,1990
6663,61637,Beulah,Pop/Rock,1990
6728,244537,Wendy & Lisa,Pop/Rock,1980
6755,255887,Level 42,Pop/Rock,1980
6804,299277,Santo & Johnny,Pop/Rock,1950
6852,677842,Hellhammer,Pop/Rock,1980
6853,1211412,Raven,Pop/Rock,1960
6916,145086,The Easybeats,Pop/Rock,1960
6930,891032,The Mighty Mighty Bosstones,Pop/Rock,1980
6949,315339,Queensr??che,Pop/Rock,1980
6951,358641,Every Avenue,Pop/Rock,2000
6955,803544,Dream Theater,Pop/Rock,1980
6958,29808,Tesla,Pop/Rock,1980
6972,771419,King's X,Pop/Rock,1980
6984,387720,Michael Bolton,Pop/Rock,1970
7007,569644,Wizzard,Pop/Rock,1970
7041,290502,Limp Bizkit,Pop/Rock,1990
7043,665860,Godsmack,Pop/Rock,1990
7045,62002,Bachman-Turner Overdrive,Pop/Rock,1970
7056,312890,Justin Timberlake,Pop/Rock,1990
7059,516929,*NSYNC,Pop/Rock,1990
7082,122023,Cilla Black,Pop/Rock,1960
7085,321321,Lulu,Pop/Rock,1960
7119,205520,Tullycraft,Pop/Rock,1990
7120,480830,The Mountain Goats,Pop/Rock,1990
7136,216846,Jane Birkin,Pop/Rock,1960
7137,401287,Mazzy Star,Pop/Rock,1980
7157,251361,Dexys Midnight Runners,Pop/Rock,1970
7159,520033,The Boomtown Rats,Pop/Rock,1970
7172,797147,Edie Brickell & New Bohemians,Pop/Rock,1980
7199,418662,The Psychedelic Furs,Pop/Rock,1970
7205,753617,The Adverts,Pop/Rock,1970
7207,806168,Veruca Salt,Pop/Rock,1990
7225,26367,Skid Row,Pop/Rock,1980
7249,164750,Garland Jeffreys,Pop/Rock,1960
7276,768010,The Ides of March,Pop/Rock,1960
7311,792733,Ben Harper,Pop/Rock,1990
7312,884449,O.A.R.,Pop/Rock,1990
7362,78191,Body Count,Pop/Rock,1980
7376,617336,Tom Morello,Pop/Rock,1990
7390,347639,Jimmie Vaughan,Pop/Rock,1960
7400,226331,John Entwistle,Pop/Rock,1960
7405,450700,Noel Redding,Pop/Rock,1960
7416,181329,David Johansen,Pop/Rock,1970
7468,674887,Daryl Hall & John Oates,Pop/Rock,1970
7471,958839,Yazoo,Pop/Rock,1980
7475,46460,The Big Bopper,Pop/Rock,1950
7592,366407,Nancy Sinatra,Pop/Rock,1950
7633,809446,Visage,Pop/Rock,1970
7634,833782,Liquid Liquid,Pop/Rock,1980
7637,30431,Slowdive,Pop/Rock,1980
7696,214593,David Gray,Pop/Rock,1990
7697,221844,Rusted Root,Pop/Rock,1990
7703,675710,Marc Cohn,Pop/Rock,1990
7704,687561,Dave Matthews,Pop/Rock,1990
7708,829122,Huey Lewis & the News,Pop/Rock,1980
7720,647796,Camper Van Beethoven,Pop/Rock,1980
7747,753706,The All-American Rejects,Pop/Rock,2000
7766,919525,The Sugarcubes,Pop/Rock,1980
7767,94126,Bow Wow Wow,Pop/Rock,1980
7771,25047,The Angels,Pop/Rock,1960
7784,576718,Seal,Pop/Rock,1980
7788,757157,Simply Red,Pop/Rock,1980
7800,255733,Johnny Hallyday,Pop/Rock,1960
7815,234844,Debbie Harry,Pop/Rock,1960
7862,58386,Bob Mould,Pop/Rock,1970
7873,187413,Gary Wilson,Pop/Rock,1970
7875,197364,David Byrne,Pop/Rock,1970
7916,866841,Nick Lowe,Pop/Rock,1960
7947,340152,Ratt,Pop/Rock,1980
7966,259240,Vanessa Paradis,Pop/Rock,1980
7967,623518,Brigitte Bardot,Pop/Rock,1960
7996,560208,Harry Nilsson,Pop/Rock,1950
7997,575695,Dave Stewart,Pop/Rock,1970
8002,257141,Widespread Panic,Pop/Rock,1980
8008,32971,The Beautiful South,Pop/Rock,1980
8020,268990,Luna,Pop/Rock,1990
8028,933883,Al Stewart,Pop/Rock,1960
8088,101776,Jack Nitzsche,Pop/Rock,1950
8155,62729,Bobby Sherman,Pop/Rock,1960
8170,805332,The Charlatans,Pop/Rock,1960
8207,275130,Robbie Robertson,Pop/Rock,1960
8217,831236,Mark Knopfler,Pop/Rock,1980
8248,743966,Tantric,Pop/Rock,1990
8257,818593,The Deviants,Pop/Rock,1960
8295,296487,Roger Daltrey,Pop/Rock,1950
8354,4451,T.S.O.L.,Pop/Rock,1980
8386,692251,The Youngbloods,Pop/Rock,1960
8433,898828,The Searchers,Pop/Rock,1950
8556,642796,Camille Yarbrough,Pop/Rock,1990
8586,786245,Barry Adamson,Pop/Rock,1980
8590,194039,Geggy Tah,Pop/Rock,1990
8597,760154,Blind Faith,Pop/Rock,1960
8738,661525,Front 242,Pop/Rock,1980
8830,7729,The Trashmen,Pop/Rock,1960
8856,861687,Nelly Furtado,Pop/Rock,1990
8881,230667,Zucchero,Pop/Rock,1970
8882,34172,Superchunk,Pop/Rock,1980
8885,294197,Polvo,Pop/Rock,1990
8887,597965,Archers of Loaf,Pop/Rock,1990
8963,746010,Spirit,Pop/Rock,1960
8974,390532,Oingo Boingo,Pop/Rock,1970
8987,17387,Sixpence None the Richer,Pop/Rock,1990
9019,667020,Malcolm McLaren,Pop/Rock,1970
9117,141681,Dokken,Pop/Rock,1970
9120,193963,Warrant,Pop/Rock,1980
9124,251604,Diamond Head,Pop/Rock,1980
9126,299776,Urge Overkill,Pop/Rock,1980
9129,355616,Poison,Pop/Rock,1980
9143,770007,King Diamond,Pop/Rock,1970
9145,778906,L.A. Guns,Pop/Rock,1980
9146,799100,Great White,Pop/Rock,1980
9147,806740,Turbonegro,Pop/Rock,1980
9148,815090,W.A.S.P.,Pop/Rock,1980
9156,93632,Robert Palmer,Pop/Rock,1960
9159,609396,Tom Jones,Pop/Rock,1960
9169,750456,Paul Revere & the Raiders,Pop/Rock,1960
9173,184811,Erasure,Pop/Rock,1980
9229,633079,Strawberry Alarm Clock,Pop/Rock,1960
9252,497760,Mink DeVille,Pop/Rock,1970
9287,398259,New Riders of the Purple Sage,Pop/Rock,1960
9316,2825814,Bastille,Pop/Rock,2000
9329,87179,The Knack,Pop/Rock,1970
9332,467382,Michael Penn,Pop/Rock,1980
9334,746182,Translator,Pop/Rock,1980
9337,902138,20/20,Pop/Rock,1970
9338,2252,Allan Holdsworth,Pop/Rock,1970
9345,933568,Tommy Bolin,Pop/Rock,1960
9351,6320,Toto,Pop/Rock,1970
9374,203695,Luscious Jackson,Pop/Rock,1990
9381,83194,Boyzone,Pop/Rock,1990
9383,186805,Eric Carmen,Pop/Rock,1960
9384,251491,Leo Sayer,Pop/Rock,1970
9387,508443,Air Supply,Pop/Rock,1970
9412,383889,Matchbox Twenty,Pop/Rock,1990
9413,758630,Better Than Ezra,Pop/Rock,1980
9420,138271,Cursive,Pop/Rock,1990
9421,158656,Taking Back Sunday,Pop/Rock,1990
9422,251033,Pedro the Lion,Pop/Rock,1990
9423,664346,Glassjaw,Pop/Rock,1990
9432,414889,The Presidents of the United States of America,Pop/Rock,1990
9484,624504,The Box Tops,Pop/Rock,1960
9494,165294,Chapterhouse,Pop/Rock,1990
9520,225948,Dead Can Dance,Pop/Rock,1980
9572,522377,Sting,Pop/Rock,1970
9604,665908,Good Charlotte,Pop/Rock,1990
9626,343954,Mercyful Fate,Pop/Rock,1980
9634,75665,The Gentrys,Pop/Rock,1960
9637,153526,Cliff Richard,Pop/Rock,1950
9762,183139,David Sylvian,Pop/Rock,1970
9764,680065,Jeff Wayne,Pop/Rock,1960
